"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,"Base Year",
"Curaçao and Sint Maarten","355","International Reserves, Official Reserve Assets, Gold at Market Price, SDRs","RAFAGOLDM_XDR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"384222175.907999","419830227.502999","455810354.687999","329282320.6695","350444670.624001","322039512.660001","358857771.949601","383268997.596501","387962266.96975","463675974.731001","552781039.6265","547488906.6153","573320000.588051","647156659.936","590187917.124001","",
"Curaçao and Sint Maarten","355","International Reserves, Official Reserve Assets, US Dollars","RAFA_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1853648044.69274","1951806145.25139","1834290340.97765","1612885474.86033","1911866242.29338","1791353000","1937030621.38547","2020116201.11732","1860241406.18436","1922645810.05586","2419572067.03911","2535052513.44693","2381934433.73743","2566419242.564","2768230054.67597","",
"Curaçao and Sint Maarten","355","International Reserves, Official Reserve Assets, SDRs","RAFA_XDR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1203640406.7486","1271314788.12793","1193484678.93779","1047328795.98603","1319615965.22071","1292713770.273","1440887346.14629","1418487214.21677","1337541474.66765","1390374776.06257","1679945179.72626","1811277275.49024","1789792679.31361","1912854918.25265","2122656660.0851","",
"Curaçao and Sint Maarten","355","International Liquidity, Total Reserves excluding Gold, Foreign Exchange, US Dollars","RAXGFX_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1262810055.86592","1289894413.40782","1134753072.6257","1107781005.58659","1407707546.93584","1344789000","1449750785","1475074301.67598","1321442163.35196","1282383798.88268","1624563128.49162","1769872149.68715","1620031568.17318","1709708609","1996998037.2067","",
"Curaçao and Sint Maarten","355","International Reserves, Official Reserve Assets, Gold (Including Gold Deposits and, If Appropriate, Gold Swapped), Volume in Millions of Fine Troy Ounces , Fine Troy Ounces","RAFAGOLDV_OZT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"421000","421000","421000","421000","421000","421000","421000","421000","421000","421000","421000","421000","421000","421000","295000","",
"Curaçao and Sint Maarten","355","International Reserves, Official Reserve Assets, Gold (Including Gold Deposits and, If Appropriate, Gold Swapped) , SDRs","RAFAGOLD_XDR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14735000","14735000","14735000","14735000","14735000","14735000","14735000","14735000","14735000","14735000","14735000","14735000","14735000","14735000","10325000","",
"Curaçao and Sint Maarten","355","International Liquidity, Gold Holdings, National Valuation, US Dollars","RAFAGOLDNV_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"590837988.826816","661911731.843575","699537268.351955","505104469.273743","504158695.357542","446564000","487279836.385475","545041899.441341","538799242.832402","640262011.173184","795008938.547486","765180363.759777","761902865.564246","856710633.564","771232017.469274","",
"Curaçao and Sint Maarten","355","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Debt Instruments, US Dollars","BFDAD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35346368.7150838","-4673184.35754189","-21480446.9273743","42184357.5418995","8435754.18994413","29318435.7541899","21368715.0837989","29107608.5586592","-21158515.1452514","1334013.48603352","-502540.787709497","1815140.56424581","551735.603351957","7565469.59776536","",
"Curaçao and Sint Maarten","355","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Debt Instruments, US Dollars","BFDAD_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","",
"Curaçao and Sint Maarten","355","Assets, Other Investment, US Dollars","IAO_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1366258100.55866","1505643922.69274","1105296655.78212","1147504071.69832","1059500000","1035683798.88268","1231667039.10615","1247811731.84358","1132335907.7095","1328277211.08939","1082304693.2905",,,,"",
"Curaçao and Sint Maarten","355","Assets, Other Investment, US Dollars","IAO_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","",,,,
"Curaçao and Sint Maarten","355","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities (Excluding Exceptional Financing), US Dollars","BFPLDXF_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20385474.8603352","-21418994.4134078","-32329608.9385475","212972067.039106","136956983.240223","16569832.4022346","-5184357.54189944","-37736065.698324","-75330118.877095","-17472195.3240223","-46050370.3631285","-102133926.318436","-72137335.4804469","-59139739.6927375","",
"Curaçao and Sint Maarten","355","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities (Excluding Exceptional Financing), US Dollars","BFPLDXF_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","",
"Curaçao and Sint Maarten","355","Current Account, Goods and Services, Net, US Dollars","BGS_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-750375418.994414","-643041340.782122","-576306703.910614","-463520111.731843","-387324581.005587","-475125698.324022","-720911355.307263","-1229804880.92737","-703048202.547488","-928266839.675976","-758025762.675978","-776187086.983239","-698143144.642459","-670548835.480447","",
"Curaçao and Sint Maarten","355","Current Account, Goods and Services, Net, US Dollars","BGS_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","",
"Curaçao and Sint Maarten","355","Current Account, Secondary Income, Debit, US Dollars","BMIS_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"422341340.782123","404245810.055866","409810055.865922","384692737.430167","348636871.50838","374324022.346369","377417447.446927","411516257.826816","440823449.905028","425301187.128492","409110778.301676","394560970.564246","430695528.932961","473860840.273743","",
