"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1960Q1,1960Q2,1960Q3,1960Q4,1961Q1,1961Q2,1961Q3,1961Q4,1962Q1,1962Q2,1962Q3,1962Q4,1963Q1,1963Q2,1963Q3,1963Q4,1964Q1,1964Q2,1964Q3,1964Q4,1965Q1,1965Q2,1965Q3,1965Q4,1966Q1,1966Q2,1966Q3,1966Q4,1967Q1,1967Q2,1967Q3,1967Q4,1968Q1,1968Q2,1968Q3,1968Q4,1969Q1,1969Q2,1969Q3,1969Q4,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4,1988Q1,1988Q2,1988Q3,1988Q4,1989Q1,1989Q2,1989Q3,1989Q4,1990Q1,1990Q2,1990Q3,1990Q4,1991Q1,1991Q2,1991Q3,1991Q4,1992Q1,1992Q2,1992Q3,1992Q4,1993Q1,1993Q2,1993Q3,1993Q4,1994Q1,1994Q2,1994Q3,1994Q4,1995Q1,1995Q2,1995Q3,1995Q4,1996Q1,1996Q2,1996Q3,1996Q4,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,"Base Year",
"Cuba","928","International Reserves, Official Reserve Assets, IMF Reserve Position, US Dollars","RAFAIMF_USD","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Reserves, Official Reserve Assets, Gold (Including Gold Deposits and, If Appropriate, Gold Swapped), Volume in Millions of Fine Troy Ounces , Fine Troy Ounces","RAFAGOLDV_OZT","Value","542900","542900","85700","28600","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Liquidity, Total Reserves excluding Gold, SDRs","RAXG_XDR","Value","270000000","333000000","283000000","143000000","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Reserves, Official Reserve Assets, SDRs","RAFA_XDR","Value","270000000","333000000","283000000","143000000","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Liquidity, Total Reserves excluding Gold, Foreign Exchange, US Dollars","RAXGFX_USD","Value","270000000","333000000","283000000","143000000","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Reserves, Official Reserve Assets, IMF Reserve Position, SDRs","RAFAIMF_XDR","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","Exchange Rates, Domestic Currency per SDR, End of Period","ENSE_XDC_XDR_RATE","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999945714130555","0.999945714130555","0.999945714130555","0.999945714130555","0.999945714130555","1.0000603172689","1.0000603172689","1.0000603172689","1.0000603172689","1.0000603172689","1.0000603172689","0.967508339527178","0.997845144225779","1.01669120034017","1.00767813648497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","Exchange Rates, Domestic Currency per SDR, Period Average","ENSA_XDC_XDR_RATE","Value","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","0.999999999","1.01198847174883","0.999945714130555","0.999945714130555","0.999945714130555","0.999945714130555","0.989034877853111","1.0000603172689","1.0000603172689","1.0000603172689","1.0000603172689","1.0000603172689","0.974298540703619","0.979978074849998","1.01370592629216","1.01449083098748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Reserves, Official Reserve Assets, Gold (Including Gold Deposits and, If Appropriate, Gold Swapped) , SDRs","RAFAGOLD_XDR","Value","19001500","19001500","2999500","1001000","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Reserves, Official Reserve Assets, Gold at Market Price, SDRs","RAFAGOLDM_XDR","Value","19066648","19050361","3019211","1018160","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Liquidity, Total Reserves excluding Gold, US Dollars","RAXG_USD","Value","270000000","333000000","283000000","143000000","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","Fund Accounts, UFC & Loans, SDRs","HPU_XDR","Value","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","10000000","10000000","10000000","7500000","7500000","7500000","7500000","7500000","5000000","5000000","5000000","2500000","2500000","2500000","2500000","2500000","2500000","2500000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","Fund Accounts, UFC & Loans, US Dollars","HPU_USD","Value","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","12500000","10000000","10000000","10000000","7500000","7500000","7500000","7500000","7500000","5000000","5000000","5000000","2500000","2500000","2500000","2500000","2500000","2500000","2500000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Curaçao and Sint Maarten","355","International Reserves, Official Reserve Assets, Market Value, SDRs","RAFA_MV_XDR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1204210206.34375","1164610233.33583","1138762672.02214","1209140459.69229","1260006823.35942","1203481200.73534","1224711218.96378","1206930258.26166","1194139710.89805","1184616114.084","1072249453.36277","1071091404.517","1048621024.42816","1119667784.57048","1204346093.54446","1261376914.27879","1322078204.50025","1503628760.42457","1343454236.62906","1297762440.275","1292494391.409","1351118882.162","1448676733.629","1430085931.138","1437275189.88284","1456461555.10601","1419068491.38691","1373016932.09564","1419038145.82165","1399518439.99134","1447403542.92597","1257583349.59391","1338099004.05226","1406345363.13903","1376408279.66866","1346514431.3743","1391040795.57961","1406343083.29219","1645682657.60474","1617653005.68669","1680739588.18516","1679664518.84036","1674326351.42112","1773302998.29277","1812050168.46172","1859581258.11087","1860366078.89378","1788895092.88633","1790616581.00809","1889803720.02539","1901528367.18505","1855203642.47532","1921470874.56806","1958143222.91347","2013986134.59176","2060592230.00756","2121470036.0698","2273573271.5608",,"",
"Curaçao and Sint Maarten","355","International Liquidity, Total Reserves excluding Gold, Foreign Exchange, SDRs","RAXGFX_XDR","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"819988030.435751","782511708.56983","742738902.234637","772402814.512292","840176595.856422","751658285.660335","781253242.140779","722102488.677654","738329356.210055","735800177.615999","738575334.578772","707058742.7095","719338703.758657","767819490.894976","846225836.804465","915935124.321788","971633533.876245","1141374159.48957","991421671.885057","963658149.584997","970454878.749002","981464076.684002","1051180120.812","1031198522.508","1078417417.93324","1070212183.49231","1043193893.90116","990800321.629045","1035769148.22514","1016167141.86264","1073132468.82737","899345078.870662","950136737.082509","1013503199.85363","949718534.133659","887841714.400001","927364820.848604","910029490.015639","1104596310.06424","1053288608.56089","1127958548.55866","1177316009.24371","1153943676.81902","1252518198.67837","1264561261.84642","1268113109.50387","1284249423.74178","1238994691.55608","1217296580.42003","1270241743.41749","1296255734.45955","1256348346.64032","1274314214.63206","1464782931.75172","1491221637.40827","1488599157.75731","1531282118.9458","1581951573.6798",,"",
"Cuba","928","International Reserves, Official Reserve Assets, US Dollars","RAFA_USD","Value","270000000","333000000","283000000","143000000","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Liquidity, Total Reserves excluding Gold, Foreign Exchange, SDRs","RAXGFX_XDR","Value","270000000","333000000","283000000","143000000","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Cuba","928","International Reserves, Official Reserve Assets, Market Value, SDRs","RAFA_MV_XDR","Value","289066648","352050361","286019211","144018160","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"Curaçao and Sint Maarten","355","Exchange Rates, Euro per Domestic Currency, Period Average, Rate","EENA_EUR_XDC_RATE","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.411302128821297","0.408379886353876","0.388210691999055","0.395454108820926","0.414388069156267","0.426189641998398","0.435968531763262","0.446839931164383","0.43083358570757","0.42302509200624","0.427687674544956","0.421891079203897","0.410483141672234","0.407890091256811","0.40746144716438","0.421451764548613","0.446997217616929","0.496082015113474","0.505450006543148","0.502549559553002","0.510064938799962","0.506951772418709","0.494723443392066","0.500308808031315","0.517782700758612","0.52466268991721","0.506890195213956","0.475613450802048","0.474491248788443","0.454484807384464","0.468874262145403","0.480401134060062","0.489445505351567","0.491876449630178","0.497160467987092","0.502417396528176","0.504612107353829","0.506646421286775","0.507220513070896","0.47793151587516","0.468320846986912","0.463676243406366","0.46329294002304","0.473922578844249","0.488541000651718","0.498053846811493","0.524733920547229","0.554797491098151","0.547426706150274","0.520648661589289","0.513153281475756","0.513266700523826","0.519633120870735","0.514519940563311","0.51885405268004","0.508637073668476","0.523021818705078","0.530872668294521","0.492730312598739","",
"Curaçao and Sint Maarten","355","Exchange Rates, Euro per Domestic Currency, Period Average, Rate","EENA_EUR_XDC_RATE","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curaçao and Sint Maarten","355","Exchange Rates, Domestic Currency per Euro, Period Average, Rate","ENEA_XDC_EUR_RATE","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.43130275757576","2.448700421875","2.5759208095238","2.52873842424237","2.413196890625","2.34637330769235","2.293743532258","2.23793786153843","2.3210818125","2.363925967742","2.33815482539674","2.37028003030305","2.436153640625","2.45164082539674","2.45421991935491","2.37275077272729","2.237150390625","2.01579571428579","1.978435032258","1.9898535","1.96053467692313","1.97257422580636","2.02133133846157","1.99876553030305","1.931312109375","1.90598649230765","1.97281385483873","2.10254776923078","2.1075204285714","2.2002935714286","2.13276795238099","2.08159375384608","2.043128375","2.03303085714281","2.011423","1.9903769393939","1.9817201875","1.973763078125","1.97152909677418","2.09234998484847","2.13528824615392","2.1566772380952","2.15846155555548","2.11004928787882","2.04691110606068","2.00781503125","1.9057277619048","1.80245948484847","1.8267285625","1.9206810153847","1.948735467742","1.94830484615391","1.92443468253973","1.94355926984127","1.92732425396833","1.96603836363644","1.911966125","1.88369087301593","2.02950777419364","",
"Curaçao and Sint Maarten","355","Exchange Rates, Domestic Currency per Euro, Period Average, Rate","ENEA_XDC_EUR_RATE","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curaçao and Sint Maarten","355","Exchange Rates, Euro per Domestic Currency, End of Period, Rate","EENE_EUR_XDC_RATE","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.41809550806548","0.393228139562958","0.386535126186325","0.413729702937936","0.431763828639845","0.418283331743857","0.443732500299519","0.432064360307111","0.423419143456946","0.436282091274576","0.427109493789828","0.413668432341425","0.405089709141538","0.405177848764937","0.40903442515529","0.443979351408325","0.46014267183683","0.519248273888925","0.499293250404053","0.498669300970361","0.513143398435836","0.490697600243386","0.503205924947843","0.500545845244239","0.529986925222555","0.522550947410995","0.489536643775933","0.473199405282987","0.465821077192608","0.453420353767628","0.479206740330327","0.482601259396246","0.487911980678686","0.497248970073071","0.490913196728554","0.513049148569286","0.497293232933145","0.509911662903519","0.49889196095472","0.477160247588909","0.455267881898048","0.476468416099868","0.470093586231147","0.482476222365571","0.493253768212162","0.503251254731191","0.53784463067016","0.573101372463167","0.523775752744323","0.51370962563411","0.514135116765226","0.52733548978393","0.50557395282995","0.516750733398478","0.521867555233157","0.498981080633347","0.537741089495712","0.516559609687559","0.476671687608443","",
"Curaçao and Sint Maarten","355","Exchange Rates, Euro per Domestic Currency, End of Period, Rate","EENE_EUR_XDC_RATE","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curaçao and Sint Maarten","355","Exchange Rates, Domestic Currency per Euro, End of Period, Rate","ENEE_XDC_EUR_RATE","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.391798","2.543053","2.587087","2.417037","2.316081","2.390724","2.25361","2.31447","2.361726","2.292095","2.34132","2.417395","2.468589","2.468052","2.444782","2.252357","2.173239","1.925861","2.002831","2.005337","1.948773","2.037915","1.987258","1.997819","1.886839","1.913689","2.042748","2.113274","2.146747","2.205459","2.086782","2.072104","2.04955","2.011065","2.03702","1.949131","2.010886","1.961124","2.004442","2.095732","2.196509","2.098775","2.127236","2.072641","2.027354","1.987079","1.859273","1.744892","1.909214","1.946625","1.945014","1.896326","1.97795","1.935169","1.916195","2.004084","1.859631","1.935885","2.09788","",
