"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1960Q1,1960Q2,1960Q3,1960Q4,1961Q1,1961Q2,1961Q3,1961Q4,1962Q1,1962Q2,1962Q3,1962Q4,1963Q1,1963Q2,1963Q3,1963Q4,1964Q1,1964Q2,1964Q3,1964Q4,1965Q1,1965Q2,1965Q3,1965Q4,1966Q1,1966Q2,1966Q3,1966Q4,1967Q1,1967Q2,1967Q3,1967Q4,1968Q1,1968Q2,1968Q3,1968Q4,1969Q1,1969Q2,1969Q3,1969Q4,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4,1988Q1,1988Q2,1988Q3,1988Q4,1989Q1,1989Q2,1989Q3,1989Q4,1990Q1,1990Q2,1990Q3,1990Q4,1991Q1,1991Q2,1991Q3,1991Q4,1992Q1,1992Q2,1992Q3,1992Q4,1993Q1,1993Q2,1993Q3,1993Q4,1994Q1,1994Q2,1994Q3,1994Q4,1995Q1,1995Q2,1995Q3,1995Q4,1996Q1,1996Q2,1996Q3,1996Q4,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,"Base Year",
"Curaçao and Sint Maarten","355","Supplementary Items, Errors and Omissions (with Fund Record), US Dollars","BOPFR_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Current Account, Goods and Services, Services, Debit, US Dollars","BMS_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"273559706.703911","249773184.357542","259745251.396648","272888826.815642","282618435.75419","280044692.73743","294488268.156425","281912849.162011","305435754.189944","283206145.251397","312094413.407821","282615083.798883","298132960.893855","280292178.77095","288430726.256983","319440782.122905","299902793.296089","288666480.446927","308263687.150838","294944692.73743","314611731.843575","270566480.446927","288871508.379888","307718435.75419","298679888.268156","300392351.340782","317848585.854749","292871244.022346","325900434.916201","317791013.050279","329417454.407821","338874709.061453","303455045.832402","298819081.318436","305832368.469274","302732490.670391","271411545.793296","262931943.167598","118450999.972067","133185017.78771","147779817.849162","160000138.938547","155914349.318436","178745408.061453","158905239.608938","231239278.692737","271892808.251397","298602706.994413","293251405.77095","303688279.73743","305717626.273743","327549038.910614","326547420.960894","357342567.586592","369251146.430168","360783864.072626","345953102.324022",,,"",
"Curaçao and Sint Maarten","355","Current Account, Goods and Services, Services, Debit, US Dollars","BMS_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Supplementary Items, Direct Investment: Net Incurrence of Liabilities: Debt Instruments (Excluding Exceptional Financing), US Dollars","BFDLDXF_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7889944.13407821","4144692.73743017","4815642.45810056","21055865.9217877","-1435754.18994413","19351955.3072626","4770949.72067039","21551396.6480447","2446927.37430168","-27932960.8938547","34815642.4581006","30324022.3463687","15575418.9944134","38033519.5530726","34396648.0446927","69050279.3296089","-79932960.8938548","29659217.877095","41502793.2960894","75575418.9944134","19111731.8435754","60094972.0670391","26000000","54620111.7318436","15854748.603352","72045872.4022346","37145807.6089386","24650711.547486","53138580.1620112","6878914.92178771","-1773719.4972067","87644188.7430168","-29015482.4469274","7029757.46368715","8513672.55865922","4714205.49162011","11482891.2402235","27782519.2346369","7970157.4972067","82179782.8435754","34506184.0502793","11349326.6424581","27672378.0223464","55069910.2905028","-12772938.5642458","-19289193.1005587","-3051975.65921788","2794709.69832402","30256876.0558659","18383011.9497207","-13629868.5698324","26352803.1173184","13935038.2178771","7981414.79329609","18595742.5586592","10364353.0446927","13555947.178771",,,"",
"Curaçao and Sint Maarten","355","Supplementary Items, Direct Investment: Net Incurrence of Liabilities: Debt Instruments (Excluding Exceptional Financing), US Dollars","BFDLDXF_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Current Account, Secondary Income, Debit, US Dollars","BMIS_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112826815.642458","113603351.955307","100748603.351955","109402793.296089","98586592.1787709","90178770.9497207","102307262.569832","107664804.469274","104094972.067039","109575418.994413","103715083.798883","103899441.340782","92620111.7318436","102944134.078212","91932960.8938548","95860335.1955307","93955307.2625698","86346368.7150838","83810055.8659218","95664804.4692737","82815642.4581006","89944134.0782123","92256983.2402235","95843575.4189944","96279329.6089385","98547333.6089385","89970156.0167598","89052514.5027933","99847443.3184357","99571754.0391061","124631565.977654","92947409.4804469","94365528.3296089","95933120.6145251","111041896.050279","114790980.178771","119057453.061452","125884609.793296","85194730.0111732","102364074.994413","111857772.329609","107985268.977654","88133727.1061452","106712832.346369","106278949.871508","91257530.0502793","100124865.715084","102822197.558659","100356377.240223","93986587.4413408","118383598.826816","107010384.776536","111314957.888268","109748798.938548","119110949.446927","124232137.458101","120768954.430168",,,"",
"Curaçao and Sint Maarten","355","Current Account, Secondary Income, Debit, US Dollars","BMIS_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Current Account, Goods and Services, Goods, Net, US Dollars","BG_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-447620111.731844","-491754189.944134","-486921787.709497","-467256983.240224","-462787709.497207","-515608938.547486","-502184357.541899","-492597765.363128","-509357541.899441","-552167597.765363","-486262569.832402","-479541899.441341","-506391061.452514","-560229050.27933","-481681564.24581","-481748603.351955","-529614525.139665","-465988826.815642","-462625698.324022","-428910614.52514","-480234636.871508","-478480446.927374","-418301675.977654","-422826815.642458","-468072625.698324","-472172862.256983","-392452354.614525","-366388639.206704","-450958809.072626","-420730844.290503","-497816128.536313","-459021089.787709","-564623531.424581","-451251871.944134","-482380104.296089","-436047795.413408","-441054283.50838","-431461595.815642","-259689611.519553","-317167721.005587","-393986041.603352","-358386346.396648","-393541232.625698","-478513495.586592","-540152153.670391","-561914514.223464","-635013785.357542","-556450066.837989","-585126607.793296","-567983846.094972","-532130464.854749","-583886619.608938","-581400885.687151","-645212232.145251","-618501036.357542","-671250963.994413","-621967307.463687",,,"",
"Curaçao and Sint Maarten","355","Current Account, Goods and Services, Goods, Net, US Dollars","BG_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Supplementary Items, Capital Account (Excludes Reserves and Related Items), US Dollars","BKAA_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12635754.1899441","14776536.3128492","18128491.6201117","10072625.698324","24374301.6759777","16307262.5698324","6284916.20111732","4648044.69273743","13815642.4581006","7882681.56424581","5424581.00558659","4351955.30726257","12731843.575419","4223463.68715084","3340782.12290503","1418994.41340782","3089385.47486033","100558.659217877","111731.843575419","78212.2905027933","0","256983.240223464","139664.804469274","150837.988826816","223463.687150838","-17410.0558659218","-1569367.32402235","160904.446927374","3889.94413407821","1834141.7877095","-1791069.70949721","15975057.9888268","2865796.26815643","201386.011173184","2960399.75977654","2479357.6424581","10313312.4413408","7854961.68715084","20781559.0614525","7124510.39664804","14450625.1061452","16822030.0446927","30333192.726257","9305734.03910615","3458017.40782123","9229638.37988827","9499395.99441341","16011342.7821229","42368653.1675978","57127819.726257","14403483.9888268","16151455.4916201","19191400.7150838","21070826.0893855","9882035.94972067","2514128.59776536","9269024",,,"",
"Curaçao and Sint Maarten","355","Supplementary Items, Capital Account (Excludes Reserves and Related Items), US Dollars","BKAA_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Supplementary Items, Financial Account, Net (Excluding Exceptional Financing), US Dollars","BFXF_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1720990938.54749","-94783307.2625699","-169478391.061453","-279981810.055866","-220803351.955307","38739664.8044692","-243073854.748603","-165174301.675978","-128664804.469274","-69541899.4413407","-184290502.793296","-181670391.061453","-157463687.150838","-176351955.307263","-233876536.312849","-234391061.452514","-139318435.75419","-146424581.005587","-44234636.8715084","-166983240.223464","-90271508.3798882","-50932960.8938548","-212335195.530726","-206173184.357542","-189346368.715084","-87916762.8156425","-146672005.592179","-77402399.5195531","-278961856.122905","-73341783.6145251","-267173100.96648","33692062.1396648","-214004942.541899","-119868384.318436","-138754676.854749","-109983602.162011","-94881348.2849162","-73400577.7318436","-430161247.553073","-182473679.223464","-367268809.843575","-288586084.435754","-114511335.73743","-322246707.027933","-41662795.0391062","-69419850.9050279","-215035111.223464","-54058134.9385474","-148534313.748603","-140188253.715084","-109382122.335195","-202909947.642458","-172112976.849162","-90929432","-253420328.061453","-397979116.810056","34560245.7709497",,,"",
"Curaçao and Sint Maarten","355","Supplementary Items, Financial Account, Net (Excluding Exceptional Financing), US Dollars","BFXF_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-225027932.960894","-22126256.9832402","-52013407.821229","17543016.7597765","83634636.8715084","-125524804.469274","21283798.8826816","-71960893.8547486","21128491.6201117","-31564245.8100559","7821229.05027933","-26106145.2513966","23094972.0670391","78994413.4078212","121407821.22905","49575418.9944134","6765363.12849162","162508379.888268","-99486033.5195531","-14078212.2905028","-33424581.0055866","49458100.5586592","64988826.8156425","-22312849.1620112","12620111.7318436","-25653631.2849162","-3011173.18435754","-55966480.4469274","74765363.1284916","2721229.05027933","31788268.1564246","-254460893.854749","66724022.3463687","85491061.452514","-86453072.6256983","-110484916.201117","71983798.8826816","-40416902.3687151","277606889.927374","-36991318.6256983","141981302.726257","44145101.8938548","-22984241.1899441","122014101.832402","-1734892.23463687","-16484472.5977654","-34458370.0893855","-137214400.430168","43861186.1452514","97298882.122905","295695.039106145","-46519680.1955307","43734675.4692737","-19232532.4022346","19071949.9944134","93670707.4748603","-58053958.9608938",,,"",
"Curaçao and Sint Maarten","355","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Current Account, Primary Income, Debit, US Dollars","BMIP_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49417318.4357542","48925698.3240224","43665363.1284916","46416201.1173184","47934078.2122905","47525139.6648045","46995530.726257","47205027.9329609","59017877.0949721","49359217.877095","58559776.5363128","51370391.0614525","59183240.2234637","52030726.2569832","57194413.4078212","60074301.6759776","65223463.6871508","49811731.8435754","57693296.0893855","58653072.6256983","63327932.9608938","56326815.6424581","52465921.7877095","56126815.6424581","66605027.9329609","65941963.4860335","51473745.8044693","50912890.5083799","53877911.6759776","44846699.9776536","55275535.3296089","46450862.7206704","47890492.9832402","47624536.6256983","57183240.2011173","53474643.7150838","58004895.2122905","42507876.821229","27056895.1787709","32960828.6815642","52616178.4748603","40627927.603352","48152786.575419","29719694.7430168","56811139.547486","43786973.8156425","67968832.4860335","42919876.575419","72536907.1396648","34824564.4804469","38168628.5865922","49481149.9162011","79490767.7988827","49248038.5307263","74309792.0558659","39988676.0726257","94054242.3687151",,,"",
"Curaçao and Sint Maarten","355","Current Account, Primary Income, Debit, US Dollars","BMIP_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Supplementary Items, Capital Account, Credit (Excludes Reserves and Related Items), US Dollars","BKAA_CD_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12635754.1899441","14776536.3128492","18128491.6201117","10072625.698324","24592178.7709497","16312849.1620112","6284916.20111732","4748603.35195531","13815642.4581006","7882681.56424581","5446927.37430168","4351955.30726257","12754189.9441341","4324022.34636872","3597765.36312849","1519553.0726257","3122905.02793296","100558.659217877","212290.502793296","134078.212290503","0","256983.240223464","173184.357541899","273743.016759777","223463.687150838","368715.083798883","299968.715083799","170169.251396648","146236.312849162","1853055.75418994","59620.6703910615","16021266.6201117","2868914.88826816","204995.960893855","3756615.92178771","2738594.62569832","10878798.2681564","7910375.09497207","21107943.5363128","8004150.60335196","14806675.6703911","17052175.7039106","31467882.8826816","9793036.45810056","4221542.5027933","10976220.1731844","10893494.547486","16219426.424581","43054620.1005587","57819982.9329609","16180879.575419","16708832.1620112","21171464.6592179","23511177.3854749","9902979.43575419","3488494.26815643","10578704.8826816",,,"",
"Curaçao and Sint Maarten","355","Supplementary Items, Capital Account, Credit (Excludes Reserves and Related Items), US Dollars","BKAA_CD_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Current Account, Primary Income, Credit, US Dollars","BXIP_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40312849.1620112","43581005.5865922","36307262.5698324","34234636.8715084","34989385.4748603","32150837.9888268","34751955.3072626","40078212.2905028","38692737.4301676","38066480.4469274","39653631.2849162","46541899.4413408","42893854.7486034","47960893.8547486","46726256.9832402","40810055.8659218","50977653.6312849","51486033.5195531","61223463.6871508","46067039.1061452","59234636.8715084","55871508.3798883","53083798.8826816","51094972.0670391","54703910.6145251","57578806.5083799","52183927.9608938","58213972.8044693","45835730","42454125.7039106","44682017.5027933","47236396.9273743","63085814.0782123","52437346.8826816","52232504.4413408","49633985.5810056","55701443.9497207","44489200.2178771","40137908.8938548","38177658.2569832","57682593.4469274","55032063.7318436","45434813.5810056","43361427.178771","41976397.027933","50188791.4189944","52530928.9329609","58961037.4357542","54534287.5586592","45853754.4357542","43389906.2402235","44345261.7318436","46456746.6424581","47739468.3575419","51493373.2067039","50881607.8882682","51988531.1173184",,,"",
"Curaçao and Sint Maarten","355","Current Account, Primary Income, Credit, US Dollars","BXIP_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
"Curaçao and Sint Maarten","355","Supplementary Items, Direct Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFDLXF_BP6_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7065363.12849162","21753631.2849162","25672625.698324","24975418.9944134","-50379888.2681564","30675977.6536313","15581005.5865922","29830726.2569832","7122905.02793296","-13642458.1005587","34888268.1564246","37664804.4692737","-13061452.5139665","59636871.5083799","45575418.9944134","82458100.5586592","-70664804.4692737","24681564.2458101","43675977.6536313","75932960.8938548","29916201.1173184","30245810.0558659","32178770.9497207","82994413.4078212","29217877.0949721","86267995.7150838","48766045.1117318","39220714.0111732","62675106.452514","17538401.2960894","3392119.58659218","94769368.2458101","-36689975.7541899","180173690.698324","17982511.5195531","40086955.7821229","38855633.7206704","41392612.3687151","3353417.48044693","85936296.1061452","47228390.3575419","17374632.452514","70552203.3240224","75793158.4916201","34007745.4022346","27212972.7988827","47043795.6145251","52970285.9050279","55099297.7877095","37450209.2960894","45638066.8379888","53818713.5921788","45837995.2458101","43821312.4301676","77287649.9608939","59097178.0335196","63994204.0391062",,,"",
"Curaçao and Sint Maarten","355","Supplementary Items, Direct Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFDLXF_BP6_USD","Status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,
