Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Guinea-Bissau,654,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.840666544651,174.980667078374,174.985667097436,174.980667078374,174.985667097436,174.985667097436,174.895666754328,180.821105973032,210.238718125891,245.213434789085,245.195101398359,245.26010162116,245.013850686544,245.016350696075,245.027184079042,245.060934207708,245.678436557644,246.000937791281,247.564693756951,259.960574351236,276.403137026845,275.356456685332,252.027627462649,222.889183053227,240.704667637823,214.312900341219,238.950494267059,245.679686566576,225.655860233957,212.721644262377,211.279555414705,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369,575.586004510945,554.530675033104,623.759700911182,606.569750165917,606.3452976090625,581.9284810403395,NA,NA,NA,NA,NA
Grenada,328,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.76190833409524,2.000000001,2.000000001,2.000000001,1.97487273321145,1.92127814947601,1.95921923598161,2.05323240851763,2.16979583233333,2.61467083283333,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA
Guatemala,258,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999166668,1,0.9999999999166668,0.9999999995,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.9999999995833332,1,1.875,2.5,2.619583333333332,2.816116666666668,4.485758333333332,5.02888,5.17063,5.6353625,5.751200833333332,5.8103425,6.0495125,6.065269166666668,6.394653333333335,7.38561,7.763159166666668,7.858592500000002,7.821645000000002,7.940846666666668,7.946495833333332,7.633944166666668,7.602630833333332,7.673304166666665,7.560028333333332,8.161555416666667,8.057770833333333,7.785418333333335,7.833605416666668,7.85681375,7.732233333333332,7.654815,7.599937083333332,7.34793875,7.519164583333332,7.696698333333335,7.721650000000002,7.734388333333332,7.748243749999998,7.831974166666665,7.7585375,7.680124583333335,NA,NA,NA,NA,NA
Guyana,336,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.738099167261908,2.000000001,2.000000001,2.000000001,1.988660244932475,2.087272963151732,2.106176210756796,2.226855293232599,2.355384154378478,2.549999999,2.549999999,2.549999999,2.549999999,2.549999999,2.812499999,2.999999999,2.999999999,3.83157166625,4.251854999916668,4.272416666666668,9.755833333333332,10,27.15875,39.53333333333332,111.8106666666667,125.0025,126.7304416666667,138.29024083333331,141.9891666666667,140.375,142.4008333333333,150.5191666666667,177.995,182.43,187.3208333333333,190.665,193.8783333333334,198.3075,199.875,200.1883333333333,202.3466666666666,203.6333333333333,203.95,203.6358333333333,204.0175,204.3583333333334,205.3941666666667,206.4491666666667,206.5,206.5,206.5,207.7166666666667,208.5,208.5,208.5,208.5,208.5,208.5,208.5,NA,NA,NA,NA,NA
Honduras,268,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000000916667,2.00000921148374,2.000000768314437,2.000000000414475,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.840625,15.476825,16.43705833333333,17.35249166666666,18.209725,18.83234166666667,18.89520833333334,18.8951,18.90375833333333,18.8951,18.8951,18.91714166666667,19.50224951216148,20.35377916666667,20.98715833333333,21.945175,22.835018390426,23.48708394345524,23.90272829254323,24.50853891489262,24.58188051728464,24.01665532426807,24.48587372911308,24.60164682368182,24.79928244155212,25.95254367760422,NA,NA,NA,NA,NA
Haiti,263,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000003583332,5.00001842480959,5.000008445970815,5.00000414589201,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999583332,5,5,5,5,5,5,6.034166666666668,9.801666666666668,12.8225,15.04,15.10973333333333,15.70115,16.6545,16.76566666666667,16.93789166666666,21.17066666666667,24.42908333333333,29.25048333333332,42.36675833333335,38.35203333333332,40.44855,40.40851666666665,36.86141666666668,39.10759166666668,41.19760833333335,39.7974,40.52282193937445,41.94972295231558,43.46278333333332,45.21598089237922,50.70642667394392,63.3358183698924,64.76968028499277,68.0317539812812,88.81496617691931,93.50980721362129,89.2266365116304,115.6307155217464,141.035912702189,131.8109916666666,NA,NA,NA,NA,NA,NA
India,534,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,6.359125005359125,7.5000000065,7.5000000065,7.5000000065,7.5000000065,7.491935230968242,7.594468373949362,7.742038562149682,8.101603227218298,8.375891945653859,8.960412728123922,8.738576171314575,8.192840348403928,8.125790946356892,7.862944701137982,8.658522817093168,9.45513193348639,10.09889824404612,11.36258333266667,12.36874999958333,12.61083333325,12.9615,13.91708333333333,16.2255,17.5035,22.74243333333334,25.91808333333332,30.49329166666668,31.3737425,32.42707666666668,35.43317333333332,36.31328583333332,41.259365,43.05542833333335,44.941605,47.18641416666665,48.61031916666668,46.58328416666668,45.31646666666665,44.099975,45.30700833333335,41.34853333333332,43.50518333333332,48.40526666666665,45.72581212121212,46.67046666666668,53.43723333333332,58.59784541666668,61.0295144607843,64.1519444632786,67.19531280738939,65.12156864506595,68.38946709354215,70.42034053595508,74.09956688360525,73.91801281543512,78.60449058299157,82.59927644607845,83.669281580941,87.15844835073932,NA,NA,NA,NA,NA
Iran,429,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.25000003125,32.25000003125,32.25000003125,32.25000003125,32.25000003125,32.25000003125,32.25000003125,57.62500005452082,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.7500000694375,75.7499701345202,68.88604194825852,67.641342246617,67.65494553244062,70.23906986105162,70.63373187888553,70.4920309761581,70.4920309761581,70.631848089676,78.3468453777361,83.6226700245569,86.3787358940775,90.0514398915356,91.0735868439752,78.7787830685101,71.47743571904319,68.69976462967006,72.03223642636722,68.1123727149296,67.5217300147946,65.5678412857706,1268.078761338812,1749.173736250786,1748.350245627588,1751.186355835937,1753.345477482864,1752.285994593593,1753.354949771385,1764.856069291914,1753.985684657849,6907.034455616532,8193.887519166668,8613.98942075,8963.958906666669,9170.9428775,9281.151828333335,9428.528260833335,9864.302456268206,10254.17647028898,10616.30664390756,12175.54722222222,18414.44801003736,25941.66414459722,29011.49137705295,30914.85243629672,33226.29815241265,40864.32900977698,42000,42000,42000,42000,42000,NA,NA,NA,NA,NA,NA,NA
Iraq,433,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,935.6178350052742,2144.56721419924,1950.844448296158,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1922.925373848583,2002.38557942674,2002.385583184282,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38629443332,2002.387389488443,2002.387228450925,2002.387212347173,2002.387212347172,2002.387244554678,2002.389772843704,2002.403407353538,2002.40491037037,2002.372702866826,NA,1453.416666666667,1472,1467.416666666666,1254.567218587039,1193.083333333334,1170,1170,1170,1166.166666666667,1166,1166,1167.333333333333,1182,1184,1182.75,1182,1192,1450,1450,1312.5,1300,NA,NA,NA,NA,NA,NA
Jamaica,343,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.7242069995456352,0.833333999833334,0.8333337498333337,0.833332999833333,0.8328017499027776,0.76746,0.90909,0.90909,0.90909,0.90909,0.90909,1.413258333083333,1.764778332666667,1.781419999,1.781419999,1.781419999,1.932217499,3.942804166416668,5.558558333166668,5.47783333325,5.486666666666668,5.488554166666665,5.744641666666668,7.184025,12.115875,22.96035,24.94855,33.08593333333332,35.14211666666665,37.11955833333332,35.40446666666668,36.55,39.04351666666668,42.9857,45.99625,48.41594166666668,57.74087375,61.1972,62.2807149440837,65.74385753968255,69.1921618494152,72.75620340615208,87.89411981065352,87.19614633009148,85.89346320227648,88.74980238764522,100.3978832035804,110.934527811188,116.9697766460491,125.095034603174,127.9645441791976,128.8715190646598,133.3121183379603,142.402832756013,150.7901059430258,153.4268164756588,154.1587790317224,156.4395401152977,159.0964283057528,NA,NA,NA,NA,NA
Jordan,439,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.35714299932738103,0.35714325128915,0.32857086795213,0.322091665666667,0.319791665666667,0.331983332333333,0.329266665666667,0.305624999,0.300333332333333,0.297924999,0.330433332333333,0.352491665666667,0.363079165666667,0.384464999416667,0.39462499975,0.349965833166667,0.33845875,0.3742925,0.574575833333333,0.663711666666667,0.680865833333333,0.679818333333333,0.692850833333333,0.698764166666667,0.7003775,0.709,0.709,0.709,0.709,0.709,0.708983174066667,0.708999833333333,0.709,0.709,0.709,0.709,0.708999766666667,0.70966655,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,NA,NA,NA,NA,NA
Kenya,664,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.14286000614286,7.142859997762602,7.142859999,7.001191665666668,7.142859999,7.343193332333332,8.367144999166667,8.276560832416665,7.729383332333335,7.475309165666668,7.420187498999998,9.047498332583332,10.92232499941666,13.31151666591667,14.41387499941666,16.4321166665,16.2257416665,16.45449166666667,17.7471,20.57246666666667,22.91476666666666,27.50786666666668,32.21683333333332,58.00133333333332,56.050575,51.42983333333335,57.11486666666668,58.73184166666668,60.3667,70.32621666666668,76.17554166666667,78.563195,78.74914166666667,75.93556944444445,79.17387606421354,75.55410945143107,72.10083501786215,67.3176381242857,69.175319816226,77.35201229757898,79.23315170454545,88.81076997104564,84.5296017573529,86.12287889826543,87.92216380897266,98.17845332652712,101.5043694985942,103.4100045190136,101.3015740490183,101.9912983893502,106.4507801585172,109.6377465923671,117.8659892016825,139.8463837596168,134.8224832793322,129.3025720993772,NA,NA,NA,NA,NA
Kiribati,826,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.892856999892857,0.882670259295548,0.838697807262207,0.704113907966658,0.696665868638096,0.763871249,0.818284082333333,0.901824999,0.873659249,0.894640915666667,0.878244332333333,0.870214582333333,0.985862832333333,1.11001499916667,1.13951916591667,1.4318949995,1.49597416641667,1.42818,1.27990833333333,1.26459666666667,1.28105666666667,1.28375583333333,1.36164833333333,1.47056,1.36775083333333,1.3490325,1.27786333333333,1.34738,1.59182833333333,1.54995,1.72482666666667,1.9334425,1.8405625,1.54191416666667,1.3597525,1.30947333333333,1.3279734405,1.1950725,1.19217833333333,1.28218881008452,1.09015948638677,0.969463201496735,0.965801030658708,1.03584309652054,1.10936329281692,1.33109026245502,1.34521397601947,1.30475807671592,1.33841214646451,1.43850654421382,1.45308511847016,1.33122425957081,1.44166445896522,1.50519106560508,1.515358038555959,1.551997886648505,NA,NA,NA,NA,NA
St. Kitts and Nevis,361,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.76190833409524,2.000000001,2.000000001,2.000000001,1.97487273321145,1.92127814947601,1.95921923598161,2.05323240851763,2.16979583233333,2.61467083283333,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA
Kuwait,443,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.3560977138600928,0.328948797864023,0.296572315572002,0.2931514156666668,0.2900323323333332,0.2923874156666668,0.286565999,0.275052749,0.2763660823333332,0.2702974156666668,0.2787853323333332,0.287910999,0.2914766656666668,0.2960619161666668,0.3007532499166668,0.2905946665833332,0.27866325,0.27902925,0.2937794166666668,NA,NA,0.2932226666666668,0.3018386,0.296870315,0.2984477208333332,0.2994085633333332,0.303348835,0.30475564,0.3044146666666668,0.3067515833333332,0.3066816666666668,0.3039142516666668,0.2980115210833332,0.2947,0.292,0.290176225,0.2842139583333332,0.2688283666666668,0.2877854166666668,0.2866065916666668,0.2759789444444445,0.2799355583333332,0.2835894416666668,0.2845671416666668,0.300852025,0.3021374411784962,0.3033497583333332,0.3019564935241772,0.3036111630357552,0.3062331217567155,0.301643110769949,0.3062501544177535,0.3071853512508805,0.3066906485970458,0.3064547763645775,NA,NA,NA,NA,NA
Lebanon,446,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.739999999,3.799999999,3.569999999,3.189999999,3.239999999,3.249999999,3.199999999,3.184166665666668,3.183333332333332,3.154999999,3.169349999,3.078616665666668,3.009041665666668,3.097291665666668,3.073658332333332,3.071849999,3.130749999,3.204516665666668,3.156824999,3.254583332333332,3.268983332333332,3.227733332333332,3.050716665666668,2.610399999083332,2.327758332416667,2.301983332416667,2.871591665916668,3.068958332333332,2.955374999,3.242749999,3.436108332333335,4.313874999,4.743533332333332,4.528166665666668,6.51109166625,16.41702499966666,38.36991666658332,224.5963333333333,409.23,496.6891666666668,695.0891666666668,928.2275000000002,1712.790833333334,1741.363333333334,1680.073333333334,1621.413333333334,1571.444166666667,1539.45,1516.131666666667,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,13875.625,89500,NA,NA,NA,NA,NA,NA
Liberia,668,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999166668,1,0.9999999999166668,23.71936402279955,46.4387280455991,46.4387280455991,46.4387280455991,46.4387280455991,46.4387280455991,46.4387280455991,46.4387280455991,46.4387280455991,46.4387280455991,46.4387280726884,46.4387280920379,46.4387280920379,46.4387280920379,46.4387280920379,46.4387280920379,46.4387280920379,46.4387280920379,46.4387280920379,46.4387280920379,46.4387280920379,49.83833333333332,46.8375,50.57,41.5075,41.9025,40.9025,48.591908993784,61.75416666666668,59.37883333333335,54.90583333333332,57.09583333333332,58.01333333333335,61.27222222222222,63.2075,68.28666666666665,71.40333333333332,72.22666666666667,73.51477207977209,77.52,83.8925,86.1883665716999,94.4272435897436,112.7066666666666,144.0555758012821,186.4297445510718,191.5179576434626,166.1537007524419,152.9337568400222,174.9559827835145,191.3066666666667,NA,NA,NA,NA,NA,NA
Libya,672,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.356325749,0.328946999,0.300025999,0.296050999,0.296050999,0.296050999,0.296050999,0.296050999,0.296050999,0.296050749,0.296051749,0.296052999,0.2960529990833332,0.2960529995833332,0.296053,0.3153958025392342,0.29702864435075,0.285766198804,0.29960165611425,0.283177189703,0.2807283172785,0.2815533541245832,0.3043702187903162,0.3483682101377735,0.4181449343498075,0.4367997692149025,0.4608661153115455,0.467574437452601,0.4638107686199745,0.5121896133083332,0.6050642536233332,1.270679173973333,1.29294412808415,1.304966144267666,1.308384823915917,1.313571624790666,1.262644867678333,1.223562393418673,1.25353448862568,1.266789410013162,1.224152494603456,1.261659638214844,1.271691821117742,1.272402067188878,1.381209859621029,1.390368678898334,1.393820010823496,1.364966666666667,1.398262897369278,1.388666683464652,4.514425,4.813175,4.812883333333335,4.832208333333335,NA,NA,NA,NA,NA,NA
St. Lucia,362,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.76190833409524,2.000000001,2.000000001,2.000000001,1.97487273321145,1.92127814947601,1.95921923598161,2.05323240851763,2.16979583233333,2.61467083283333,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA
Sri Lanka,524,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.861105836797615,5.95237000495237,5.95237000495237,5.95237000495237,5.934948620963778,5.97031718187335,6.402499999,6.650749998999998,7.007166665666665,8.411999999083331,8.872833332666668,15.61066666575,15.57183333258333,16.53441666616667,19.24574999916667,20.812249999,23.52858333241667,25.43816666608332,27.162583333,28.01733333325,29.44475,31.80675,36.04708333333332,40.06291666666668,41.3715,43.829625,48.3221675,49.41514166666668,51.25158916666668,55.27144416666668,58.99460500000002,64.45011833333332,70.63545,77.00511666666668,89.38301333333335,95.662065,96.52095083333334,101.1944575,100.4980516666666,103.9144458333334,110.6232333333334,108.3337627192982,114.9447833333333,113.0644804488214,110.5652078513965,127.60335350681,129.0690309328877,130.5646852188292,135.8569127970886,145.5816674920256,152.4464139487672,162.4648587367782,178.7449250458478,185.5925577722129,198.7643168446561,322.6326742564745,327.5065333333332,NA,NA,NA,NA,NA,NA,NA
Lesotho,666,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.714285999714286,0.7152169163214288,0.768725237196027,0.6939590980210925,0.6794770035702512,0.739507755296336,0.869565218147448,0.869565218147448,0.869565218147448,0.8420226019349432,0.7788337372760415,0.8775789427581535,1.085815833083333,1.11409999975,1.47527749975,2.228674999416667,2.285031666416667,2.036033333333334,2.2734675,2.6226775,2.587320833333332,2.761315,2.852014166666668,3.267741583333332,3.550798333333335,3.627085,4.299349166666668,4.607961666666668,5.528284166666668,6.109484166666668,6.939828333333332,8.609180833333335,10.54074666666666,7.564749166666665,6.4596925,6.359328333333332,6.771549166666668,7.045365000000002,8.261223333333332,8.47367415824888,7.32122196115288,7.261132132327345,8.209968626593316,9.65505606913526,10.85265556878306,12.7589308811644,14.70961088552673,13.32380142449915,13.23392647158334,14.44842705483334,16.45910539033333,14.77867821391667,16.3558534845,18.4502441785,18.3286575505,17.88874898558333,NA,NA,NA,NA,NA
Morocco,686,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.498999999,3.499999999,3.499999999,3.499999999,3.499999999,3.499999999,3.499999999,3.587374999083332,4.197499999,4.870998333176748,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.06049000406049,5.049958853611565,4.59248032014095,4.106920832333335,4.369766665666665,4.052487499,4.419312499,4.503345832333332,4.166670832333332,3.899134165666668,3.936645832333335,5.172295832333332,6.023022499,7.111323332333332,8.81053583275,10.06249416641667,9.104441666416665,8.359225,8.20915,8.48817,8.242341666666665,8.70655,8.537875,9.298709166666669,9.202714999999998,8.540235833333336,8.715875833333332,9.527106666666668,9.604415833333332,9.804419166666666,10.62563616666667,11.302975,11.02058333333334,9.574383333333332,8.868016666666666,8.865008333333336,8.795583333333331,8.192333333333332,7.750325,8.057100000000002,8.417158333333331,8.089875,8.628444583333332,8.405503916744301,8.406336688261518,9.764348279501109,9.807476031502501,9.6919978888289,9.386102420919721,9.617076099507434,9.496847322219688,8.988484024141382,10.16066024303594,10.13142609708972,9.94235921679198,9.350276970899468,NA,NA,NA,NA,NA
