Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
United Kingdom,112,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.3621033326656748,0.416666999416667,0.416666999416667,0.416666999416667,0.4109202374294245,0.4003904615300082,0.4081709452993075,0.4277564397476632,0.4520411656666668,0.5565098323333335,0.573271999,0.5215045823333335,0.4721811656666668,0.430294999,0.4976413323333335,0.5724468323333335,0.6597245823333335,0.75180666625,0.77924599975,0.6821973333333332,0.6119265,0.5621701666666667,0.61117275,0.5631771666666668,0.5670153333333332,0.5697741666666668,0.6667565533333332,0.6534266041666665,0.63366812,0.640958255,0.6108361141666668,0.6038235941666668,0.6180568449999998,0.6609308333333332,0.6946549999999998,0.6672233333333332,0.6124725,0.54618,0.5499983333333331,0.5434866666666668,0.4997716666666668,0.54396625,0.641919263495996,0.6471793455601648,0.6241408357404948,0.6330469888573272,0.6396605776134768,0.607729626878255,0.654545478931426,0.7406344636970842,0.7769766823441225,0.7495315402598468,0.783445110011929,0.7799995766971533,0.7270649446883225,0.8113017158277732,0.8045389067343528,0.7824145809862618,0.7594739573386078,NA
Ghana,652,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71428999971429,0.71428999971429,0.71428999971429,0.71428999971429,0.71428999971429,0.71428999971429,0.71428999971429,7.139159668257615e-5,7.13915966742473e-5,7.13915966742473e-5,7.13915966742473e-5,7.13915966742473e-5,7.13915966742473e-5,7.13915966742473e-5,7.13915966742473e-5,7.13915966742473e-5,7.13915966742473e-5,8.608119479252688e-5,1.01985139685e-4,1.01985139685e-4,1.01985139685e-4,1.034293628032796e-4,1.332674788427064e-4,1.164373654914521e-4,1.14938171943065e-4,1.14938171943065e-4,1.14938171943065e-4,1.14938171943065e-4,1.762631838126659e-4,2.74852150537634e-4,2.74852150537634e-4,2.74852150537634e-4,2.74852150537634e-4,8.82522770144633e-4,0.003596684425137568,0.005433577150537638,0.008915620743727598,0.01536506810035844,0.02022370452508961,0.02698548387096775,0.03261562195340502,0.03676330748207888,0.04368516738351252,0.06487118758960575,0.0955682388545159,0.1199138729601448,0.1635471675752014,0.2047962778982158,0.231165900582341,0.2666429724071908,0.5449191758687661,0.7163051578089955,0.7924170843131672,0.866764326525345,0.8994948540070625,0.9052094858333332,0.9151067991666668,0.932619195,1.052275,1.404966666666667,1.429983333333334,1.520625,1.824866666666667,1.98135,2.896575,3.714641666666668,3.909816666666668,4.350533333333332,4.585325,5.217366666666668,5.595708333333332,5.8057,8.2724,11.02040833333333,14.18194166666667,NA,NA
Gibraltar,823,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.362103332665675,0.416666999416667,0.416666999416667,0.416666999416667,0.410920237429425,0.400390461530008,0.408170945299308,0.427756439747663,0.452041165666667,0.556509832333333,0.573271999,0.521504582333333,0.472181165666667,0.430294999,0.497641332333333,0.572446832333333,0.659724582333333,0.75180666625,0.77924599975,0.682197333333333,0.6119265,0.562170166666667,0.61117275,0.563177166666667,0.567015333333333,0.569774166666667,0.666756553333333,0.653426604166667,0.63366812,0.640958255,0.610836114166667,0.603823594166667,0.618056845,0.660930833333333,0.694655,0.667223333333333,0.6124725,0.54618,0.549998333333333,0.543486666666667,0.499771666666667,0.54396625,0.641919263495996,0.647179345560165,0.624140835740495,0.633046988857327,0.639660577613477,0.607729626878255,0.654545478931426,0.740634463697084,0.776976682344123,0.749531540259847,0.783445110011929,0.779999576697153,0.727064944688322,0.811301715827773,0.804538906734353,0.7824145809862618,0.7594739573386078,NA
Guinea,656,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4941995432803,17.499199314513,17.499199314513,17.499199314513,17.499199314513,17.499199314513,17.499199314513,17.9361627143024,21.3062026005205,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.685000023685,24.612752017628,22.7362739789965,20.716091769979,20.5562761717008,20.6732649333333,21.3819569425,21.1444826725,19.723540755,19.1070133208333,18.9688930416667,20.9481171191667,22.3660285241667,23.095183975,24.0899436958333,24.3330987866667,333.4525,428.4025,474.395833333333,591.645833333333,660.166666666667,753.858083333333,902.001333333333,955.490333333333,976.636416666667,991.4115,1004.01658333333,1095.3255,1236.83175,1387.40133333333,1746.86991666667,1950.55833333333,1975.84375,1984.93125,2243.93125,3644.33333333333,5148.75,4197.75200416667,4601.69100416667,4801.0832375,5726.07102083333,6658.03125833333,6985.82902633333,6907.8780695,7014.11877725,7485.51674166667,8967.92707958333,9088.31949623166,9011.13417725194,9183.87586390984,9565.08218343833,NA,NA,NA,NA,NA,NA
"Gambia, The",648,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.785709999,1.785709999,1.785709999,1.785709999,1.785709999,1.785709999,1.785709999,1.78571071450171,1.78571071450171,1.78571071450171,1.78571071450171,1.78571071450171,1.78571071450171,1.78571071450171,1.78571071450171,1.78571071450171,1.78571071450171,1.83531392893198,2.08333000108333,2.08333000108333,2.08333000108333,2.054598273814617,2.001332796042462,1.702404564063584,1.710926786275578,1.808043707105841,2.225673135384842,2.293018880778619,2.085745296671855,1.888415799619044,1.720982839917061,1.990170209311176,2.289510185307297,2.63857461911583,3.584058012602675,3.89387380444162,6.924971088261072,7.074400105391222,6.70842323781853,7.58358294004149,7.878992180844065,8.73314083987557,8.89571491305405,9.114419471568056,9.581770960113388,9.544264819309891,9.797173469509298,10.20016666666667,10.6431,11.39509166666666,12.78762509509436,15.68715833333333,19.917825,28.53050833333332,30.03008333333332,28.57543333333332,28.065725,24.87343333333334,22.19235,26.64436120423128,28.0119536626841,29.46152006015762,32.07713388862168,35.95758683416508,41.7329616505126,42.50620809237252,43.37252767318188,46.60890946211015,48.1517806379073,50.0624613684222,51.5016603661723,51.48444387838325,54.92346735866792,61.0963330077956,67.66123825894198,71.28938182426921,NA
Guinea-Bissau,654,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.840666544651,174.980667078374,174.985667097436,174.980667078374,174.985667097436,174.985667097436,174.895666754328,180.821105973032,210.238718125891,245.213434789085,245.195101398359,245.26010162116,245.013850686544,245.016350696075,245.027184079042,245.060934207708,245.678436557644,246.000937791281,247.564693756951,259.960574351236,276.403137026845,275.356456685332,252.027627462649,222.889183053227,240.704667637823,214.312900341219,238.950494267059,245.679686566576,225.655860233957,212.721644262377,211.279555414705,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369,575.586004510945,554.530675033104,623.759700911182,606.569750165917,606.3452976090625,581.9284810403395,NA
Greece,174,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.999925000375,14.999925000375,14.999925000375,26.339999999,30.000300003,30.000300003,30.000300003,30.000300003,30.000300003,30.000300003,30.000300003,30.0000500246667,30.000000029,30.000000029,30.000000029,30.000000029,30.000000029,30.000000029,30.000000029,30.000000029,30.000000029,30.0000000289151,30.000300003,29.625225002,30.000300003,32.051325,36.5175833323333,36.8384166656667,36.7454166656667,37.0384166656667,42.6165833323333,55.4084166656667,66.80316666575,88.0642499995,112.716583333,138.119083333,139.981166666583,135.4295,141.8605,162.416583333333,158.513916666667,182.266416666667,190.62425,229.249843333333,242.6028175,231.662735833333,240.7115425,273.057853333333,295.529105,305.646604166667,365.398560833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,328,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.76190833409524,2.000000001,2.000000001,2.000000001,1.97487273321145,1.92127814947601,1.95921923598161,2.05323240851763,2.16979583233333,2.61467083283333,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,NA
Greenland,326,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,6.90714000590714,7.00595000600595,7.5000000065,7.5000000065,7.5000000065,7.41759565558043,6.94929166566667,6.049499999,6.094899999,5.746149999,6.045024999,6.00319166566667,5.514624999,5.26095833233333,5.63594166566667,7.12336666566667,8.33244166616667,9.14499166575,10.35659166625,10.5963916664167,8.09099166658334,6.84031666666667,6.731525,7.310175,6.18855833333333,6.39645833333333,6.03613333333333,6.48393916666667,6.36055166666667,5.60236666666667,5.79867166666667,6.60445916666667,6.70082666666667,6.97624,8.08314416666667,8.3228175,7.89471416666667,6.58767333333333,5.99105666666667,5.99691,5.94677833333333,5.44370083333333,5.09813083333333,5.36086666666667,5.624075,5.36871153508772,5.79247553703916,5.61631168617622,5.61246666666667,6.7279068312963,6.73171825724638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,258,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999999999166668,1,0.9999999999166668,0.9999999995,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.9999999995833332,1,1.875,2.5,2.619583333333332,2.816116666666668,4.485758333333332,5.02888,5.17063,5.6353625,5.751200833333332,5.8103425,6.0495125,6.065269166666668,6.394653333333335,7.38561,7.763159166666668,7.858592500000002,7.821645000000002,7.940846666666668,7.946495833333332,7.633944166666668,7.602630833333332,7.673304166666665,7.560028333333332,8.161555416666667,8.057770833333333,7.785418333333335,7.833605416666668,7.85681375,7.732233333333332,7.654815,7.599937083333332,7.34793875,7.519164583333332,7.696698333333335,7.721650000000002,7.734388333333332,7.748243749999998,7.831974166666665,7.7585375,7.680124583333335,NA
Guyana,336,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.738099167261908,2.000000001,2.000000001,2.000000001,1.988660244932475,2.087272963151732,2.106176210756796,2.226855293232599,2.355384154378478,2.549999999,2.549999999,2.549999999,2.549999999,2.549999999,2.812499999,2.999999999,2.999999999,3.83157166625,4.251854999916668,4.272416666666668,9.755833333333332,10,27.15875,39.53333333333332,111.8106666666667,125.0025,126.7304416666667,138.29024083333331,141.9891666666667,140.375,142.4008333333333,150.5191666666667,177.995,182.43,187.3208333333333,190.665,193.8783333333334,198.3075,199.875,200.1883333333333,202.3466666666666,203.6333333333333,203.95,203.6358333333333,204.0175,204.3583333333334,205.3941666666667,206.4491666666667,206.5,206.5,206.5,207.7166666666667,208.5,208.5,208.5,208.5,208.5,208.5,NA,NA
Hong Kong SAR,532,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7143000047143,5.7431583376003,6.0606000050606,6.0606000050606,6.0606000050606,5.980410470183475,5.641416666583332,5.1465,5.031583333333332,4.935166666583332,4.904749999833335,4.661999999916665,4.683666666583332,5.002666666416665,4.976083333333335,5.589333333333332,6.069916666666668,7.265166666583332,7.818,7.79075,7.803333333333332,7.79825,7.806,7.799916666666665,7.78975,7.771166666666668,7.740583333333332,7.735583333333332,7.728416666666668,7.735833333333335,7.734254166666668,7.742083333333332,7.745333333333332,7.7575,7.791166666666668,7.79875,7.798916666666668,7.78675,7.788,7.777333333333332,7.767833333333332,7.801416666666665,7.786833333333332,7.75175,7.769166666666668,7.784,7.756416666666665,7.756,7.754083333333335,7.75175,7.76225,7.79325,7.838499999999998,7.835916666666668,7.75725,7.77325,7.831416666666665,7.829583333333332,7.803833333333335,7.797083333333332,NA
Honduras,268,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000000916667,2.00000921148374,2.000000768314437,2.000000000414475,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.840625,15.476825,16.43705833333333,17.35249166666666,18.209725,18.83234166666667,18.89520833333334,18.8951,18.90375833333333,18.8951,18.8951,18.91714166666667,19.50224951216148,20.35377916666667,20.98715833333333,21.945175,22.835018390426,23.48708394345524,23.90272829254323,24.50853891489262,24.58188051728464,24.01665532426807,24.48587372911308,24.60164682368182,24.79928244155212,25.95254367760422,NA
Haiti,263,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000003583332,5.00001842480959,5.000008445970815,5.00000414589201,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999583332,5,5,5,5,5,5,6.034166666666668,9.801666666666668,12.8225,15.04,15.10973333333333,15.70115,16.6545,16.76566666666667,16.93789166666666,21.17066666666667,24.42908333333333,29.25048333333332,42.36675833333335,38.35203333333332,40.44855,40.40851666666665,36.86141666666668,39.10759166666668,41.19760833333335,39.7974,40.52282193937445,41.94972295231558,43.46278333333332,45.21598089237922,50.70642667394392,63.3358183698924,64.76968028499277,68.0317539812812,88.81496617691931,93.50980721362129,89.2266365116304,115.6307155217464,141.035912702189,131.8109916666666,NA,NA
India,534,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,6.359125005359125,7.5000000065,7.5000000065,7.5000000065,7.5000000065,7.491935230968242,7.594468373949362,7.742038562149682,8.101603227218298,8.375891945653859,8.960412728123922,8.738576171314575,8.192840348403928,8.125790946356892,7.862944701137982,8.658522817093168,9.45513193348639,10.09889824404612,11.36258333266667,12.36874999958333,12.61083333325,12.9615,13.91708333333333,16.2255,17.5035,22.74243333333334,25.91808333333332,30.49329166666668,31.3737425,32.42707666666668,35.43317333333332,36.31328583333332,41.259365,43.05542833333335,44.941605,47.18641416666665,48.61031916666668,46.58328416666668,45.31646666666665,44.099975,45.30700833333335,41.34853333333332,43.50518333333332,48.40526666666665,45.72581212121212,46.67046666666668,53.43723333333332,58.59784541666668,61.0295144607843,64.1519444632786,67.19531280738939,65.12156864506595,68.38946709354215,70.42034053595508,74.09956688360525,73.91801281543512,78.60449058299157,82.59927644607845,83.669281580941,87.15844835073932,NA
Ireland,178,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.362103332665675,0.416666999416667,0.416666999416667,0.416666999416667,0.410920220035124,0.400390461530008,0.408170945299308,0.427756439747663,0.452041165666667,0.556509832333333,0.573271999,0.521504582333333,0.488594874084431,0.486645276829587,0.621298066875603,0.704561636049961,0.804677922717774,0.922553499583333,0.945614999916667,0.743128333166667,0.672916666666667,0.6564675,0.705543333333333,0.604588333333333,0.6212975,0.587720833333333,0.677249306666667,0.668628101666667,0.623733075,0.625028368333333,0.659643126666667,0.702270998333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,429,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.25000003125,32.25000003125,32.25000003125,32.25000003125,32.25000003125,32.25000003125,32.25000003125,57.62500005452082,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.75000007575,75.7500000694375,75.7499701345202,68.88604194825852,67.641342246617,67.65494553244062,70.23906986105162,70.63373187888553,70.4920309761581,70.4920309761581,70.631848089676,78.3468453777361,83.6226700245569,86.3787358940775,90.0514398915356,91.0735868439752,78.7787830685101,71.47743571904319,68.69976462967006,72.03223642636722,68.1123727149296,67.5217300147946,65.5678412857706,1268.078761338812,1749.173736250786,1748.350245627588,1751.186355835937,1753.345477482864,1752.285994593593,1753.354949771385,1764.856069291914,1753.985684657849,6907.034455616532,8193.887519166668,8613.98942075,8963.958906666669,9170.9428775,9281.151828333335,9428.528260833335,9864.302456268206,10254.17647028898,10616.30664390756,12175.54722222222,18414.44801003736,25941.66414459722,29011.49137705295,30914.85243629672,33226.29815241265,40864.32900977698,42000,42000,42000,42000,42000,NA,NA,NA
Iraq,433,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,0.357142999357143,935.6178350052742,2144.56721419924,1950.844448296158,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1902.26533390822,1922.925373848583,2002.38557942674,2002.385583184282,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38558586824,2002.38629443332,2002.387389488443,2002.387228450925,2002.387212347173,2002.387212347172,2002.387244554678,2002.389772843704,2002.403407353538,2002.40491037037,2002.372702866826,NA,1453.416666666667,1472,1467.416666666666,1254.567218587039,1193.083333333334,1170,1170,1170,1166.166666666667,1166,1166,1167.333333333333,1182,1184,1182.75,1182,1192,1450,1450,1312.5,1300,NA,NA
Iceland,176,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1629,0.1629,0.1629,0.1629,0.1629,0.1629,0.1629,0.162856999994107,0.162856999994107,0.162856999994107,0.361904749977738,0.4008333333088295,0.429999999974441,0.429999999974441,0.429999999974441,0.429999999974441,0.429999999974441,0.441666666559482,0.6216666666358388,0.879999999968158,0.879999999968158,0.8799999998874782,0.8826035459533885,0.9013416665209205,0.9995166665004992,1.536949999749414,1.821716666371352,1.988699999677623,2.711108332897482,3.525999999432815,4.797641665898902,7.224183332333332,12.35153333275,24.84276666575,31.69374166625,41.50766666666665,41.10415833333332,38.67718333333332,43.01398333333332,57.04179166666665,58.283775,58.99634166666668,57.54593333333332,67.60318166666664,69.94437833333332,64.69166666666665,66.5,70.90429083333332,70.95833333333336,72.33529333333333,78.61594666666667,97.42460333333332,91.66166666666668,76.7089825,70.19166666666668,62.98166666666668,70.18,64.055,87.94791666666669,123.6383814130435,122.241811205165,115.9540397622844,125.0827870137688,122.179121320458,116.7673525068986,131.9187084314322,120.8115480652388,106.8395720139997,108.3001763066262,122.6067736019066,135.4217116292048,126.9888602045574,135.2799020013802,137.9429524299674,137.9580259781535,128.4414870549508,NA
Israel,436,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59611858743038e-5,3.59611858743038e-5,3.59611858743038e-5,9.98921831617632e-5,1.79999605382631e-4,1.79999605382631e-4,1.79999605382631e-4,1.79999605382631e-4,1.79999605382631e-4,1.79999605382631e-4,1.79999605382631e-4,1.79999605382631e-4,2.899993642886835e-4,2.99999342371052e-4,2.99999342371052e-4,2.99999342371052e-4,2.99999342371052e-4,3.083326574396922e-4,3.49999232782894e-4,3.49999232782894e-4,3.49999232782894e-4,3.791658355221988e-4,4.179796714114712e-4,4.1946923065526e-4,4.451533982306992e-4,6.336149311465268e-4,0.00079255714918527345,0.0010445457989628,0.001743537173635519,0.002540636908275765,0.00512429166568394,0.01143057499928852,0.02426699999908179,0.05621449166602288,0.2932096666670718,1.17884933333439,1.487841666583333,1.594641666666667,1.598933333333334,1.916416666666666,2.016175,2.279108333333334,2.459083333333333,2.830083333333332,3.011055208333332,3.011291666666668,3.19165,3.44935,3.800075,4.139716666666668,4.077333333333335,4.20565,4.737825,4.554133333333332,4.481983333333332,4.4877,4.455808333333335,4.108082949055775,3.588021194083695,3.932335477916665,3.738975,3.578129306220095,3.855921825396825,3.610758333333332,3.577925,3.886833333333332,3.840566666666668,3.59955554812834,3.590558126899375,3.564527346610928,3.442405851987925,3.230198322510822,3.359614401581888,3.667374716022598,3.699719649708922,3.451891666666668,NA
Italy,136,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.609622889504,625.00000390625,625.00000390625,625.00000390625,625.00000390625,625.00000390625,625.00000390625,625.00000390625,624.739749895086,621.086285453565,623.98633587256,625.000000625,625.000000625,625.000000625,625.000000625,625.000000625,625.000000625,625.000000625,625.000000625,625.000000625,625.000000625,620.359289297562,583.217499999417,582.995833331917,650.343333331833,652.849166666,832.334999999667,882.38833333125,848.663333330917,830.861666665917,856.447499997417,1136.76499999958,1352.50999999808,1518.84833333283,1756.96083333183,1909.439166664,1490.80999999875,1296.07,1301.6275,1372.09333333333,1198.10166666667,1240.61333333333,1232.40583333333,1573.66586666667,1612.44498333333,1628.93315833333,1542.94696666667,1703.09690833333,1736.20738333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,343,"Exchange rates, domestic currency per usd, period average, rate",ENDA_XDC_USD_RATE,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.714285999571429,0.7242069995456352,0.833333999833334,0.8333337498333337,0.833332999833333,0.8328017499027776,0.76746,0.90909,0.90909,0.90909,0.90909,0.90909,1.413258333083333,1.764778332666667,1.781419999,1.781419999,1.781419999,1.932217499,3.942804166416668,5.558558333166668,5.47783333325,5.486666666666668,5.488554166666665,5.744641666666668,7.184025,12.115875,22.96035,24.94855,33.08593333333332,35.14211666666665,37.11955833333332,35.40446666666668,36.55,39.04351666666668,42.9857,45.99625,48.41594166666668,57.74087375,61.1972,62.2807149440837,65.74385753968255,69.1921618494152,72.75620340615208,87.89411981065352,87.19614633009148,85.89346320227648,88.74980238764522,100.3978832035804,110.934527811188,116.9697766460491,125.095034603174,127.9645441791976,128.8715190646598,133.3121183379603,142.402832756013,150.7901059430258,153.4268164756588,154.1587790317224,156.4395401152977,159.1345836232132,NA
