Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Latvia,941,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.6961948708004,108.9895406243229,35.92470539296425,24.97593553167506,17.61046984310321,8.447383420929516,4.644214226607883,2.364818361118069,2.654254777960471,2.487040035554567,1.938875738558963,2.942647529484722,6.19238547197441,6.748450278931111,6.536199087658777,10.09297758491683,15.4023191064986,3.53410672858941,-1.084635950151592,4.370735599392236,2.257789243745899,-0.02945477825788116,0.6204906367323839,0.1742422436252117,0.1406333345052945,2.930363123746697,2.534454241865939,2.811409200756192,0.2190649048421137,3.275829374311562,17.3102830198815,8.938046233166386,1.265798858287292,3.745773167519397,NA
Moldova,921,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026.82626424702,1613.603988761939,486.4256237958909,29.86561040957171,23.50567729633686,11.77283244944667,7.695765175172087,39.25598068917472,31.2993015817784,9.764662857576289,5.301243902615879,11.74607920582325,12.52427684282282,11.95918372221265,12.777755783035,12.36716684143012,12.78304726188212,-0.06271859671090321,7.483850863508528,7.687251033561836,4.546334273552951,4.597878973631254,5.088785546258748,9.6762403310186,6.359308980379346,6.570229974556026,3.045053973370648,4.837783514287317,3.765971222453533,5.106411290028344,28.73729767662347,13.41701043812998,4.677735160070472,NA,NA
Russia,922,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053595785,0.5221546416666668,2.128942666666666,6.33177925,9.35533125,10.7363025,13.70872083333333,25.46346833333332,30.75955416666668,37.36578583333332,43.26536916666668,49.17684333333332,54.53152083333332,61.44901,67.3903025,73.46034833333334,83.82616750000003,93.5896775,100.0000016666666,108.4404666666667,113.9435416666667,121.64005,131.1525083333333,151.5262583333334,162.1974,168.1716666666667,173.012175,180.749325,186.862625,199.3720666666666,226.773125,240.075,260.325,NA,NA
Slovak Republic,936,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89350519771166,23.28702766454501,13.41552034222464,9.841095798377491,5.775827861559493,6.14198999595652,6.665651231958249,10.57044160752247,12.0357805974299,7.329620191155298,3.127142229846091,8.554143054066438,7.548500881834243,2.709084945883843,4.483331204496105,2.756723716381394,4.598179763250279,1.615104640582371,0.9570181329751511,3.919285991462897,3.606102635228893,1.400473689630275,-0.07616532954199252,-0.3252197774276946,-0.5200101962782973,1.311945882232337,2.5140371288381,2.664561334254356,1.936941266942209,3.149606299212675,12.774146363761,10.53194766452113,2.757609094242728,4.000428234958305,NA
China,924,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.82086583333335,49.48020916666668,57.7885425,62.59259666666668,64.3367175,63.839275,62.944585,63.16351333333332,63.61773833333332,63.152075,63.86418000000002,66.30675333333335,67.48463583333331,68.59774833333331,71.9019425,76.16231333333332,75.60772583333335,78.00851666666668,82.34103083333335,84.49797416666665,86.71270833333332,88.37901583333336,89.64904333333335,91.44202583333335,92.89882166666668,94.8262775,97.57551333333335,99.93627666666669,100.9166666666667,102.9083333333333,103.15,103.375,103.436575,NA
Russia,922,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.2457203801881,307.7226355531932,197.414268084251,47.7520122009939,14.76132926880595,27.68567980767429,85.74649409606349,20.79876065587044,21.47700721171583,15.78873079144625,13.66329302286659,10.888615732621579,12.68530395073494,9.668654547892634,9.007298688610797,14.11076778404422,11.64732957641178,6.849392302550247,8.44046485932569,5.07474300799148,6.754668339034834,7.820169700138482,15.53439599357016,7.042437254137038,3.683330723344949,2.878313826149846,4.472026318379039,3.382197969480661,6.694458919576132,13.74367973982317,5.865719317489672,8.434864104967199,NA,NA
China,924,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.25698972433609,16.79122516509165,8.313160288939075,2.786465055318821,-0.7731860115493147,-1.401472682764646,0.3478112268645826,0.7191256091201177,-0.7319709023502488,1.127603487296371,3.8246374310816,1.776414076675704,1.649430994558601,4.816767673788341,5.925251370410918,-0.7281652509329025,3.17532475269199,5.55389892257491,2.619524326455389,2.621050017481193,1.921641627885221,1.437023809356555,2.000001821919423,1.593136000714328,2.074790399655754,2.899234163582294,2.419421894577782,0.9810151355448936,1.97357555739052,0.2348368288930602,0.2181289384391663,0.05956469165659008,NA
Bulgaria,918,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,221.60754244925,2567.04317696876,3046.366727088422,3124.751047397192,3447.108556325328,3700.848123807328,3915.872716336,4007.842535707402,4254.20985632937,4468.572602195392,4793.062230211262,5195.800922855568,5837.415809762148,5998.131672544908,6144.425540516275,6403.714366867462,6592.916481465262,6651.599605224578,6557.267697006255,6550.406613981828,6498.091798997008,6632.05621223579,6818.718401394942,7030.352972393032,7147.931475737542,7383.651982334635,8515.215766854391,9319.294086661663,9547.292427236345,9984.638956814068,NA
Bulgaria,918,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.60754244925,1058.373559219734,18.67220444206401,2.573042818902048,10.316262128999,7.360939272318432,5.810143657218248,2.348641695827545,6.147130742462742,5.038838071119019,7.261594627699448,8.402534190059006,12.34871959940209,2.753202239148157,2.438990605041135,4.21990346601874,2.954568298310172,0.890093540913077,-1.418183802648447,-0.1046332610083839,-0.7986498864536767,2.061596194431412,2.814544738248301,3.103729447967741,1.672440968557628,3.297744352995085,15.32525892643667,9.442841400885662,2.446519430060781,4.580843552356987,NA
Saudi Arabia,456,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.222060548777557,0.05715060506264985,-0.3712667517119868,-1.333754896538969,-1.124998385176446,-1.120948048967907,0.2471864923396834,0.612195358172957,0.5155078977673047,0.4792316716309617,2.209023140696472,4.167823584315774,9.870248167602668,5.057222761483295,5.339417330209066,5.826216373940405,2.866270299050519,3.511042097998634,2.241853487790621,1.222693185523322,2.053470768239618,-0.8348457350271845,2.465943089948444,-1.192986445333244,3.372349610123037,3.063289889415477,2.474073719253697,2.327085183627069,1.687921123758055,2.084208535850387,NA
Sudan,732,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3681472591945,32.9188750674706,41.0241205053449,48.0665037610022,51.4894439724761,52.4859169784181,64.1507672442546,68.3137877176889,74.9112233862851,81.2830602495117,87.1347333445017,99.9908333333333,114.286645211919,127.151617096951,143.652929773031,169.649250458786,229.974924833038,313.967160096078,429.841898339215,502.526317629177,591.726014576918,783.159002330597,1278.83997140833,1930.97228503467,5083.43481548078,23337.695470409,55732.3912087947,NA,NA,NA,NA
Haiti,263,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.71567932616746,16.543744044281,17.04078333337572,18.63123746827027,21.11230761226227,22.59710961826665,29.08238467116735,35.1989435174286,40.1172948259181,44.6686882661376,47.59771587813532,54.87149147739462,55.08762262235898,57.74689051133335,61.4038826130238,64.48515495849428,67.55788809952207,69.88064084354555,74.58489426288925,83.1643255800611,92.04634933894272,103.5350326181662,122.9,150.9166666666667,176.3333333333333,236.2583333333334,323.2333333333332,410.3416666666665,527.875,NA
Sudan,732,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1685369647198,24.6218785461584,17.1664454201761,7.12125897172302,1.93529572095322,22.2247241495905,6.48943208673347,9.65754628605947,8.50585075933106,7.1991299011471,14.7542770780085,14.2971224481435,11.2567587063008,12.9776663898014,18.0966171221351,35.5590574147027,36.5223449139153,36.9066427863594,16.9095706050979,17.7502538311959,32.3516260968437,63.2925073455883,50.9940515002971,163.257782355457,359.093040779,138.808460241759,NA,NA,NA,NA
Côte d'Ivoire,662,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.611447595153731,0.7023758059559577,2.530775167379976,4.361529140072554,3.077264851574283,3.29680746974208,1.457988356007403,3.885830398864821,2.467191485969148,1.892006293495983,6.308527691525781,1.019504577311377,1.226456121354801,4.912433950524546,1.304511199155997,2.581170372529344,0.4486820767662162,1.251499547814657,0.7231784575133186,0.6858810653045944,0.4012978172635174,0.7908555120536692,2.412526171890503,4.159196579117976,5.233528561008407,4.369722548674757,3.450530281310221,0.1250387725930966,NA
Estonia,939,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2083333333333,111.775,116.2666666666667,122.95,127.3416666666667,129.0416666666666,132.975,138.4,144.5416666666667,154.0833333333334,170.05,169.9166666666667,174.9666666666667,183.6833333333333,190.9083333333334,196.2166666666667,196.0083333333334,195.0433333333333,195.3333333333333,202.0083333333333,208.95,213.7083333333333,212.7583333333334,222.6583333333333,265.8501833333332,290.2,300.4166666666668,314.9209166666668,NA
Haiti,263,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.269035470421996,3.004394215507349,9.333221975656013,13.31672224250998,7.032874062245995,28.69957778873741,21.03183392772218,13.973008326384,11.34521522442993,6.557227726380662,15.28177448237723,0.3938860401733374,4.827341900746731,6.33279483849045,5.018041554292432,4.765024047791399,3.438166599586025,6.73184069659001,11.50290739426665,10.68008872425836,12.48141111704349,18.70378256725061,22.79631136425281,16.84152401987847,33.98393194707001,36.81351627808533,26.94905640919872,28.64279766860954,NA
Macao SAR,546,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.74,57.82583333333332,56.895,55.76583333333332,54.295,53.44666666666665,53.97083333333332,56.34333333333332,59.245,62.54583333333335,67.93166666666664,68.72583333333333,70.65666666666665,74.75916666666664,79.325,83.68833333333332,88.75000000000001,92.7975,94.99583333333335,96.16250000000002,99.05166666666665,101.7775,102.6033333333334,102.6304763933333,103.7029936325,104.1970186158333,NA,NA,NA
Togo,742,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9753383810886769,-0.05321362488235659,1.862605954630675,3.919591336531467,3.059818575358834,-0.9300008840722129,0.3930786810316627,6.782928930283137,2.228977794140269,0.9456732717052192,8.694828143639018,3.713605920358083,1.445945174308662,3.56351472903955,2.577181740558513,1.825394759091576,0.1908750762497964,2.585003908015964,1.285448470514112,-0.9818898689430665,0.9277554264571805,0.6746527700774578,1.699284632994066,4.186215065235187,7.967573616179429,5.489285681411347,2.862620740898002,0.4331834512790906,NA
Vanuatu,846,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.55,99.5,102.025,105.675,107.75,111,112.575,113.925,116.25,120.825,126.675,132.118308012912,135.7683334992092,136.9546678358015,138.8,140.825,141.95,145.475,146.7,151.225,154.75,159.025,167.5,171.425,182.875,203.325,NA,NA,NA
Burundi,618,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.52055728264877,25.53414480601658,27.90784683820008,27.52671494063068,30.45761216007152,32.94795730759652,37.31424364682295,38.33867635555098,41.56374990939985,51.7081939982596,57.16621907944888,60.8781736976803,66.71770921293329,78.83434261058308,85.09217967565326,88.8407900057283,93.76673543904025,98.9779995559317,114.8664778768896,111.6333333333334,110.8666666666666,118.9833333333333,128.9833333333333,153.2333333333334,194.5166666666667,233.8333333333334,313.65,NA
Estonia,939,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.296110897189096,4.018489525087631,5.748279816513731,3.57191270164026,1.334991165499561,3.048111075234151,4.079714231998496,4.437620423892124,6.601326030556378,10.36235803136826,-0.07840831128097618,2.972045120156939,4.981901314536063,3.93339987296984,2.78056658954994,-0.10617514652168519,-0.4923260065473915,0.1486849076273649,3.417235494880547,3.436326884204464,2.277259312435176,-0.4445310976798129,4.653166738474747,19.39826340806164,9.159225079839821,3.520560532965817,4.828044382801662,NA
Ghana,652,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.865397850775326,40.24093312391399,41.50949628780304,9.360932395603118,29.77297971603836,18.0427388232565,15.43899201559081,11.67918393924919,10.73426654562919,16.494639613412,19.24694822208573,10.73338983549149,8.72845937093023,11.18634094410668,11.66619230717282,15.48961603333186,17.14996950078779,17.45463470708675,12.37192155070487,7.808765166107034,7.143640033308562,9.88728956269943,9.971088675044417,31.25589510490161,38.10696562965014,22.84832811578424,NA,NA
Macao SAR,546,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.204162481865886,-1.609718839618948,-1.984650086416522,-2.637516998161934,-1.562452036713049,0.9807284520394228,4.395892843356752,5.149973377506976,5.571496891439531,8.61101858636994,1.169066954537653,2.809472420608452,5.806246166910413,6.107389283365497,5.500577791784835,6.048234520940833,4.560563380281667,2.368957497059026,1.228124040528097,3.004462931669444,2.75193081051978,0.8114105114916362,0.02645436470540267,1.045028023699565,0.4763844957880512,NA,NA,NA
Vanuatu,846,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.998974884674526,2.537688442211055,3.577554520950747,1.963567541991956,3.016241299303944,1.418918918918919,1.199200532978015,2.040816326530612,3.935483870967742,4.84171322160149,4.297065729553582,2.762694694773476,0.8737931047811012,1.347403628776579,1.458933717579251,0.7988638380969288,2.483268756604438,0.8420690840350576,3.084526244035446,2.330963795668706,2.762520193861066,5.329350731017136,2.343283582089552,6.679305818871226,11.1825017088175,NA,NA,NA
Burundi,618,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.43202421021512,9.296187713418886,-1.365680053280603,10.64746456583057,8.176429374820538,13.25206991882235,2.7454200021424078,8.412062857725441,24.40695103539138,10.55543552995293,6.49326591473995,9.592166059796714,18.16104530654506,7.937958074924176,4.405352341852879,5.544688912597843,5.5576896140096554,16.05253530303918,-2.814698076684641,-0.6867721707973719,7.321106434155176,8.404538450763415,18.80087866649446,26.94148357624534,20.21249250278469,34.13399857448321,NA
Curacao,354,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.85,89.425,89.775,91.2416666666667,92.5,96.3083333333333,99.3083333333333,102.283333333333,109.316666666667,111.233333333333,114.325,116.991666666667,120.716666666667,122.325,124.158333333333,123.566666666667,123.508333333333,125.466666666667,128.708333333333,132.083333333333,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,243,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.724135661816167,8.883068488129604,5.223367697594478,27.44971273943949,51.46085983380651,4.190202604720574,7.572805238530732,6.143566552480474,10.64462109537118,1.442151318343536,6.32993220146146,5.796768092065309,3.69449707884777,4.83095096740803,2.9986422612522,0.836746346724547,1.614166072452201,3.279556946785473,3.564434260135095,1.810603770429602,3.781031799155153,8.243003479818098,8.81109209279586,4.785612810211371,3.302233389512238,3.873117680481332,NA
Micronesia,868,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent",PCPI_PC_CP_A_PT,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15851810619413,0.502497351294099,-0.11144242643296,0.126643348208908,2.27669698247305,4.25769978210942,4.6373700858563,3.306342780027,8.42372566246186,6.39360257735201,3.31370963136216,5.08259403890364,5.01850353045627,1.75232737350738,0.650284891768598,-0.298115837381087,-1.03746806405333,0.582253735254647,1.49840023593732,1.92385170787928,0.554594630853189,3.19128406597464,5.40874375479069,NA,NA,NA,NA
Honduras,268,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9584322419092,116.2090158150981,125.1460814722728,134.75,145.6833333333333,158.5166666666667,167.3583333333334,178.9666666666666,199.375,210.3333333333334,220.2166666666667,235.1083333333333,247.325,260.0916666666668,276.0333333333332,284.75,292.5083333333332,304.0166666666668,317.2333333333332,331.0833333333332,342.5666666666668,357.9166666666668,390.45,416.4666666666665,435.65,455.675,NA
Jamaica,343,"Prices, Consumer Price Index, All items, Index",PCPI_IX,Value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.95,22.375,23.95833333333333,26.375,29.95,34.45833333333335,37.40833333333332,40.86666666666665,49.86666666666665,54.64999999999998,61.54166666666668,66.19166666666665,70.74166666666667,77.34999999999998,83.75,86.84166666666665,88.88333333333333,92.775,96.24166666666667,100,105.2267777929352,111.3959948309412,122.925,130.8833333333334,137.9666666666667,143.4916666666666,NA
